ID,Review,Aspects,Sentiment
870,"Not the best ambiance, but meat that'll make you drool.","ambience, food","negative, positive"
871,The food is good and cheap BUT the attitudes of the bartender and wait staff are almost unbearable.,"food, staff","positive, negative"
872,"When we got there, the wait was just as everyone here has described, Domenico's process was just as described, but the pizza?","service, food","neutral, negative"
873,"I don't think the menu is particularly creative, but I've gotten solidly tasty sushi here and it's always enormous.","menu, food","negative, positive"
874,"The waiters are very kind and helpful, and I regularly get something on the house - coffee, dessert or a drink.","staff, food","positive, neutral"
875,"It takes forever for them to serve you just drinks, and some of the waiters seem to not comprehend what you order.","food, staff","neutral, negative"
876,"The servers were extremely professional, especially considering the entire room needed to be served at the same time.","staff, service","positive, neutral"
877,The waitresses are so nice and will even help you pick a meal if you are new to spanish food.,"staff, food","positive, neutral"
878,"Sit at the bar (no reservations necessary), eat, talk to the bartender, and enjoy, b/c come dinnertime you will pay quadruple the price (but it's still worth it).","miscellaneous, price","neutral, negative"
879,"Once at the table our waitress managed on two occasions to take 15 minutes bringing drinks to our table, our plates sat uncleared on the table for just as long.","staff, food, miscellaneous","negative, neutral, neutral"
880,"We had reserved space one one side of the bar, but when the staff tried to force the Pre-Fixe on all 15 members of the party to stay there, we moved to the other side (the difference in decor was minimal).","place, staff, miscellaneous","neutral, negative, neutral"
881,Also lovely was the atmosphere; the high ceilings and spacious room make it a nice contrast from the other brunch mills on the upper west side.,"ambience, food","positive, neutral"
882,"never had a bad pizza, the staff has always been friendly, if not overly solicitous, and the only downside is the occasional wait on line outside.","food, staff, service","positive, positive, negative"
883,"We had a horrible night here stemming from intolerable service, no appologies after our food never came out after waiting longer than an hour and a half, and a plate of crusty bread thrown at us when we asked for their signature corn bread.","service, food, miscellaneous","negative, negative, neutral"
884,"Clams, shrimp, mussels, scungilli, and calamari served together in a spicy red sauce atop linguine are full of flavor; steak pizzaiola, a heroic portion of tender beef in a pool of garlicky marinara, comes with a side of spaghetti.","food, ambience","neutral, positive"
885,"The Scene Vintage suitcases and black-and-white photos of old ocean liners evoke the Golden Age of travel in the front bar, where a worldly clientele sips cocktails around a flickering faux fireplace.","miscellaneous, place, food","neutral, neutral, positive"
886,We had reservations and when we showed up the manager told us the wait was over 45 mins.,"miscellaneous, staff, service","neutral, negative, negative"
887,"Diners choose between deep banquettes or seats at the bar, which offer a front-row view of the small preparation area and a chance to watch the two chefs as they whip together the elegantly constructed desserts.","price, miscellaneous, place, staff","positive, neutral, neutral, neutral"
888,"We had to ask for the bill twice, and our water was refilled only when we asked for it.","price, food","neutral, negative"
889,The waiter had a slight attitude and brought our wine aprroximately 10 minutes into our appetizer.,"staff, service, food","negative, negative, neutral"
890,"We did enjoy the recommended, yet simple $40 sangiovese, atmosphere and loosey-goosey service, but we were disappointed overall.","ambience, service","positive, negative"
891,"The waiter poured our wine into my water glass, rolled his eyes when I asked for a new water, and definitely didn't offer to comp the wasted glass of wine.","staff, miscellaneous, food","negative, neutral, negative"
892,"I am a martini guy - vodka, not gin - and their classic martini with blue cheese olives is pretty damn near definitive.","staff, food","neutral, positive"
893,With the exception of one late day when I came in for caffe and the waitress nearly rushed us out since dinner was coming around.,"staff, food","negative, neutral"
894,"I can't imagine waiting for 20 minutes to have my plates removed, given that usually the waitstaff hover around like birds of prey waiting for a fork to drop etc.","miscellaneous, staff","neutral, negative"
